project_code,project_name,agency,ministry,sector,state,app_date,start_date,target_doc,revised_doc,orig_cost,rev_cost,expenditure,progress,report_month,report_date,delay_months,cost_overrun_pct,cost_growth,financial_progress_pct,progress_gap,time_elapsed_months,planned_duration_months,time_utilization_pct,progress_velocity,expenditure_velocity,delay_slippage,risk_level,history_json,is_anomaly,anomaly_score
618942,Balance work of 2L PS  from Km 30.800 to Km 70.800 and 2L with Rigid Carriageway from Km 70.800 to  km 84.120 of Khanapur- KA/GOA Border section of NH-4A,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Goa, Karnataka)",01/2022,11/2022,05/2024,03/2027,226.76,149.44,110.31,84.7,July,2026-07-01,34,0.0,0.0,73.81557815845825,-10.884421841541752,44.0,18.0,244.44444444444449,0.75,0.18,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 82.45, ""expenditure"": 109.78}, {""month"": ""May 2026"", ""progress"": 82.45, ""expenditure"": 110.23}, {""month"": ""June 2026"", ""progress"": 82.45, ""expenditure"": 110.23}, {""month"": ""July 2026"", ""progress"": 84.7, ""expenditure"": 110.31}]",0,0.1585
618637,Bal. Works of Fagne Km. 510.000 to Maharashtra/Gujarat Border Km. 650.794,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Gujarat, Maharashtra)",12/2019,09/2020,09/2022,12/2026,1654.07,1672.89,1447.76,99.7,July,2026-07-01,51,1.1377994885343523,18.820000000000164,86.54245048987082,-13.157549510129186,70.0,24.0,291.66666666666663,0.68,30.27,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 97.66, ""expenditure"": 1356.95}, {""month"": ""May 2026"", ""progress"": 97.66, ""expenditure"": 1357.11}, {""month"": ""June 2026"", ""progress"": 97.66, ""expenditure"": 1357.11}, {""month"": ""July 2026"", ""progress"": 99.7, ""expenditure"": 1447.76}]",0,0.1232
618486,Delhi-Amritsar-Katra Expressway Phase-I Pkg-V from Junction with Ambala-Kaithal-Hissar road NH-152 near Kharak Pandwa village to Junction with Patiala-Samana- Patran road SH-10 near Ghagga village Km 120250 to Km 157920,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",01/2021,05/2022,05/2024,08/2026,1741.86,2281.02,1508.2,98.7,July,2026-07-01,27,30.95311907960457,539.1600000000001,66.1195430114598,-32.580456988540206,50.0,24.0,208.33333333333331,0.0,194.56,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 98.7, ""expenditure"": 924.51}, {""month"": ""May 2026"", ""progress"": 98.7, ""expenditure"": 924.58}, {""month"": ""June 2026"", ""progress"": 98.7, ""expenditure"": 924.58}, {""month"": ""July 2026"", ""progress"": 98.7, ""expenditure"": 1508.2}]",0,0.1003
619093,4L Ismailabad to Ambala Section of NH-152 Lot-4/Package-1,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",02/2023,12/2023,12/2025,02/2027,609.32,454.34,308.0,76.3,July,2026-07-01,14,0.0,0.0,67.79064136989919,-8.509358630100806,31.0,24.0,129.16666666666669,1.82,46.3,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 70.83, ""expenditure"": 169.1}, {""month"": ""May 2026"", ""progress"": 72.7, ""expenditure"": 191.74}, {""month"": ""June 2026"", ""progress"": 72.7, ""expenditure"": 191.74}, {""month"": ""July 2026"", ""progress"": 76.3, ""expenditure"": 308.0}]",0,0.1735
619134,6L of Ambala-Chandigarh greenfield section from Km. 0.000 to Km. 25.000 with 4L spur to Lalru from Km. 0.000 to Km. 5.828  & spur to PR-7 road from Km. 0.000 to Km. 11.157,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",03/2022,10/2023,10/2025,09/2026,1641.66,1904.79,1277.92,90.01,July,2026-07-01,11,16.028288439750003,263.1299999999999,67.08981042529624,-22.92018957470377,33.0,24.0,137.5,3.12,241.66,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 80.65, ""expenditure"": 552.95}, {""month"": ""May 2026"", ""progress"": 84.83, ""expenditure"": 570.95}, {""month"": ""June 2026"", ""progress"": 84.83, ""expenditure"": 570.95}, {""month"": ""July 2026"", ""progress"": 90.01, ""expenditure"": 1277.92}]",0,0.0784
619216,6L access Controlled Greenfield Highway from Adhoya Musalmana to Sadopur section of Shamli -Ambala Package-III Design Ch. Form km 84.400 to km 121.786,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",05/2022,05/2023,05/2025,12/2026,1491.72,1122.86,791.92,81.33,July,2026-07-01,19,0.0,0.0,70.52704700496946,-10.802952995030536,38.0,24.0,158.33333333333331,3.41,49.27,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 71.11, ""expenditure"": 644.11}, {""month"": ""May 2026"", ""progress"": 74.98, ""expenditure"": 721.14}, {""month"": ""June 2026"", ""progress"": 74.98, ""expenditure"": 721.14}, {""month"": ""July 2026"", ""progress"": 81.33, ""expenditure"": 791.92}]",0,0.1632
618505,Additional Structures on 6LGurgaon-Jaipur Section of NH-48 between KM 42.700 to KM 273.00,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Rajasthan)",08/2022,12/2022,06/2024,08/2026,409.64,290.64,200.31,88.9,July,2026-07-01,26,0.0,0.0,68.92031379025599,-19.979686209744017,43.0,18.0,238.88888888888889,0.59,1.5,1,HIGH,"[{""month"": ""April 2026"", ""progress"": 87.14, ""expenditure"": 195.8}, {""month"": ""May 2026"", ""progress"": 88.9, ""expenditure"": 198.94}, {""month"": ""June 2026"", ""progress"": 88.9, ""expenditure"": 198.94}, {""month"": ""July 2026"", ""progress"": 88.9, ""expenditure"": 200.31}]",0,0.1603
618691,4 laning of Aligarh-Palwal Section from Km. 46.390 Design Chainage to Km. 69.110 Terminating at junction EPE Package-II from Kurana- Eastern Peripheral Expressway of NH-334D,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Uttar Pradesh)",03/2024,08/2025,08/2027,08/2027,939.17,903.94,250.21,17.16,July,2026-07-01,0,0.0,0.0,27.679934508927584,10.519934508927584,11.0,24.0,45.83333333333333,3.22,34.58,0,LOW,"[{""month"": ""April 2026"", ""progress"": 7.5, ""expenditure"": 146.48}, {""month"": ""May 2026"", ""progress"": 10.95, ""expenditure"": 182.25}, {""month"": ""June 2026"", ""progress"": 10.95, ""expenditure"": 182.25}, {""month"": ""July 2026"", ""progress"": 17.16, ""expenditure"": 250.21}]",0,0.1554
618723,6L access Controlled Greenfield Highway from Ranipur Barsi to Adhoya Musalmana section of Shamli -Ambala Package-II Design Ch. Form km 45.500 to km 84.400,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Uttar Pradesh)",06/2022,05/2023,05/2025,02/2027,1554.21,1241.89,847.9,82.75,July,2026-07-01,21,0.0,0.0,68.27496799233425,-14.475032007665746,38.0,24.0,158.33333333333331,2.75,42.19,2,HIGH,"[{""month"": ""April 2026"", ""progress"": 74.5, ""expenditure"": 721.32}, {""month"": ""May 2026"", ""progress"": 78.5, ""expenditure"": 801.92}, {""month"": ""June 2026"", ""progress"": 78.5, ""expenditure"": 801.92}, {""month"": ""July 2026"", ""progress"": 82.75, ""expenditure"": 847.9}]",0,0.1707
619068,Construction of Greenfield Connectivity to Jewar International Airport from DND-Faridabad-Ballabhgarh Bypass KMP Link - Spur to Delhi Mumbai Expressway,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Uttar Pradesh)",07/2022,06/2023,06/2025,04/2027,2920.69,3485.77,1772.67,76.3,July,2026-07-01,22,19.347482957794217,565.0799999999999,50.85447404734105,-25.445525952658947,37.0,24.0,154.16666666666669,2.18,249.26,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 69.77, ""expenditure"": 1024.9}, {""month"": ""May 2026"", ""progress"": 69.77, ""expenditure"": 1089.34}, {""month"": ""June 2026"", ""progress"": 69.77, ""expenditure"": 1089.34}, {""month"": ""July 2026"", ""progress"": 76.3, ""expenditure"": 1772.67}]",0,0.0727
618907,2L/4L of Hoshiarpur to Una section including Hoshiarpur Bypass of NH 503A,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Himachal Pradesh, Punjab)",03/2023,05/2025,05/2027,05/2027,571.34,481.88,257.79,26.43,July,2026-07-01,0,0.0,0.0,53.49672117539637,27.066721175396367,14.0,24.0,58.333333333333336,0.52,64.8,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 24.87, ""expenditure"": 63.4}, {""month"": ""May 2026"", ""progress"": 25.73, ""expenditure"": 66.37}, {""month"": ""June 2026"", ""progress"": 25.73, ""expenditure"": 66.37}, {""month"": ""July 2026"", ""progress"": 26.43, ""expenditure"": 257.79}]",0,0.1313
619066,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XIV from Junction with Pathankot-Gurdaspur road NH-54 near Balsua to Junction with Hiranagar Road near village Gurha Baildaran km 423500 to km 468100,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jammu and Kashmir, Punjab)",10/2021,09/2022,09/2024,10/2026,3044.02,3707.91,1776.5,87.3,July,2026-07-01,25,21.80964645435969,663.8899999999999,47.911087378064735,-39.38891262193526,46.0,24.0,191.66666666666669,1.23,75.06,1,HIGH,"[{""month"": ""April 2026"", ""progress"": 83.6, ""expenditure"": 1551.33}, {""month"": ""May 2026"", ""progress"": 83.6, ""expenditure"": 1551.47}, {""month"": ""June 2026"", ""progress"": 83.6, ""expenditure"": 1551.47}, {""month"": ""July 2026"", ""progress"": 87.3, ""expenditure"": 1776.5}]",0,0.1255
618533,Barwa Adda Km. 398.240 to Panagarh Km. 521.120,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",08/2010,04/2014,09/2016,08/2026,1560.39,1568.22,1694.94,100.0,July,2026-07-01,119,0.5017976275161932,7.829999999999927,108.08049890959175,8.080498909591768,147.0,29.0,500.0,0.0,534.51,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 100.0, ""expenditure"": 91.41}, {""month"": ""May 2026"", ""progress"": 100.0, ""expenditure"": 91.5}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 91.5}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 1694.94}]",1,-0.0861
618734,6L Greenfield Varanasi- Ranchi- Kolkata Highway from junction  with  NH-320 in Lepo village to Kamlapur villageJH/WB border  from km 358.500 to km 387.200 Pkg -13,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",03/2023,09/2025,09/2027,09/2027,1154.49,1319.18,330.27,24.76,July,2026-07-01,0,14.265173366594777,164.69000000000003,25.03600721660425,0.2760072166042491,10.0,24.0,41.66666666666667,2.51,79.8,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 17.22, ""expenditure"": 90.87}, {""month"": ""May 2026"", ""progress"": 20.43, ""expenditure"": 138.04}, {""month"": ""June 2026"", ""progress"": 20.43, ""expenditure"": 138.04}, {""month"": ""July 2026"", ""progress"": 24.76, ""expenditure"": 330.27}]",0,0.1342
618909,2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 - Chandil Junction with NH-33 km. 153.705 of Old NH-32,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",03/2018,12/2019,08/2022,10/2026,1652.4,1771.88,1652.04,97.65,July,2026-07-01,50,7.230694747034618,119.48000000000002,93.23656229541504,-4.413437704584979,79.0,32.0,246.875,0.08,300.93,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 97.4, ""expenditure"": 749.26}, {""month"": ""May 2026"", ""progress"": 97.4, ""expenditure"": 749.49}, {""month"": ""June 2026"", ""progress"": 97.4, ""expenditure"": 749.49}, {""month"": ""July 2026"", ""progress"": 97.65, ""expenditure"": 1652.04}]",0,0.0674
618948,4L of NH-80 section of Mirza Chauki to Farakka section from existing km 190.00 to design km 200.75 junction at km 3.100 of NH 133 B and from existing km 260.00 to existing km 283.00 design km 274.133 in the state of Jharkhand  package - II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",02/2025,02/2026,01/2028,01/2028,782.18,782.18,224.06,8.65,July,2026-07-01,0,0.0,0.0,28.64558030120945,19.995580301209444,5.0,23.0,21.73913043478261,1.45,67.04,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 4.3, ""expenditure"": 22.95}, {""month"": ""May 2026"", ""progress"": 4.44, ""expenditure"": 44.31}, {""month"": ""June 2026"", ""progress"": 4.44, ""expenditure"": 44.31}, {""month"": ""July 2026"", ""progress"": 8.65, ""expenditure"": 224.06}]",0,0.1263
619205,Six Laning of KT/KL Border Thalapaddy -Chengala from Km. 17.200 to Km. 57.20,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Kerala)",05/2020,11/2021,05/2024,08/2026,1981.07,2681.48,1701.33,100.0,July,2026-07-01,27,35.35513636570137,700.4100000000001,63.44742455658815,-36.55257544341185,56.0,30.0,186.66666666666663,0.27,213.61,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 99.2, ""expenditure"": 1060.49}, {""month"": ""May 2026"", ""progress"": 100.0, ""expenditure"": 1060.64}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 1060.64}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 1701.33}]",0,0.0932
618516,6L from Sankeshwar Bypass to MH-KNT Border from Km. 555.017 to Km. 592.853 of NH-48 Pkg-II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Maharashtra)",01/2022,10/2022,04/2025,05/2027,1388.7,1066.86,1183.98,85.3,July,2026-07-01,25,0.0,0.0,110.9780102356448,25.678010235644805,45.0,30.0,150.0,0.6,17.81,6,HIGH,"[{""month"": ""April 2026"", ""progress"": 83.5, ""expenditure"": 1130.54}, {""month"": ""May 2026"", ""progress"": 84.3, ""expenditure"": 1153.03}, {""month"": ""June 2026"", ""progress"": 84.3, ""expenditure"": 1153.03}, {""month"": ""July 2026"", ""progress"": 85.3, ""expenditure"": 1183.98}]",0,0.1506
618636,Akkalkot  MH/KN border New Greenfield corridor from Km 512.000 to Km 548.400 of NH-150C part of Akkalkot  KN/TS Border section Package  XIV,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Maharashtra)",03/2023,10/2024,10/2026,06/2027,1370.75,1403.49,322.92,57.62,July,2026-07-01,8,2.3884734634324283,32.74000000000001,23.008357736784728,-34.61164226321527,21.0,24.0,87.5,3.54,15.72,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 47.0, ""expenditure"": 275.76}, {""month"": ""May 2026"", ""progress"": 49.35, ""expenditure"": 275.78}, {""month"": ""June 2026"", ""progress"": 49.35, ""expenditure"": 275.78}, {""month"": ""July 2026"", ""progress"": 57.62, ""expenditure"": 322.92}]",0,0.1624
618519,Bangalore Ring Road STRR-NH-948A- Package-I of Phase-III from Belagondapalli TN to TN/KNT border from km 144.480 to 179.969,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Tamil Nadu)",03/2022,05/2023,05/2025,12/2026,1260.74,1218.47,777.0,92.95,July,2026-07-01,19,0.0,0.0,63.76849655715775,-29.181503442842256,38.0,24.0,158.33333333333331,5.73,55.3,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 75.76, ""expenditure"": 611.1}, {""month"": ""May 2026"", ""progress"": 88.75, ""expenditure"": 656.08}, {""month"": ""June 2026"", ""progress"": 88.75, ""expenditure"": 656.08}, {""month"": ""July 2026"", ""progress"": 92.95, ""expenditure"": 777.0}]",0,0.1345
618581,Hosur to Dhamrapuri Pkg-1 [Neraluru - Thorapalli Agraharam],NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Tamil Nadu)",10/2021,10/2022,10/2024,01/2027,1828.66,1828.66,1464.36,78.7,July,2026-07-01,27,0.0,0.0,80.078308706922,1.3783087069219988,45.0,24.0,187.5,0.0,178.87,6,HIGH,"[{""month"": ""April 2026"", ""progress"": 78.7, ""expenditure"": 927.75}, {""month"": ""May 2026"", ""progress"": 78.7, ""expenditure"": 927.75}, {""month"": ""June 2026"", ""progress"": 78.7, ""expenditure"": 1459.22}, {""month"": ""July 2026"", ""progress"": 78.7, ""expenditure"": 1464.36}]",0,0.1327
618631,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 162.5 to Km. 203.100 in Raichur of NH-150C Pkg-IV,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Telangana)",03/2022,11/2022,05/2025,08/2026,1499.73,1457.48,840.31,99.51,July,2026-07-01,15,0.0,0.0,57.65499355051183,-41.85500644948817,44.0,30.0,146.66666666666666,0.0,3.61,2,HIGH,"[{""month"": ""April 2026"", ""progress"": 99.51, ""expenditure"": 829.47}, {""month"": ""May 2026"", ""progress"": 99.51, ""expenditure"": 829.48}, {""month"": ""June 2026"", ""progress"": 99.51, ""expenditure"": 840.3}, {""month"": ""July 2026"", ""progress"": 99.51, ""expenditure"": 840.31}]",0,0.1767
618632,6L Access Controlled Greenfield Highway of Nandinne village to Julekal village from Km 202.900 to Km 242.200 Pkg-1,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Karnataka, Telangana)",02/2022,01/2023,01/2025,08/2026,972.06,1044.06,459.49,93.79,July,2026-07-01,19,7.406950188259985,72.0,44.00992280137157,-49.78007719862843,42.0,24.0,175.0,1.22,17.03,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 90.13, ""expenditure"": 408.4}, {""month"": ""May 2026"", ""progress"": 91.47, ""expenditure"": 443.31}, {""month"": ""June 2026"", ""progress"": 91.47, ""expenditure"": 459.45}, {""month"": ""July 2026"", ""progress"": 93.79, ""expenditure"": 459.49}]",0,0.1486
619097,Thalassery Mahe Bypass Km 170.600 to Km 189.200 of NH-17New NH-66 in Kerala,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Kerala, Puducherry)",09/2017,12/2017,05/2020,08/2026,1181.12,1573.18,1534.73,100.0,July,2026-07-01,75,33.19391763749663,392.0600000000002,97.55590587218246,-2.444094127817536,103.0,29.0,355.1724137931035,0.0,274.83,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 100.0, ""expenditure"": 710.24}, {""month"": ""May 2026"", ""progress"": 100.0, ""expenditure"": 710.24}, {""month"": ""June 2026"", ""progress"": 100.0, ""expenditure"": 1534.73}, {""month"": ""July 2026"", ""progress"": 100.0, ""expenditure"": 1534.73}]",0,0.031
619101,4L Shahpur to Muktainagar from Km. 186.000 to km 216.278  of NH 753L Pkg II of Boregaon Buzurg to Muktainagar,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Madhya Pradesh, Maharashtra)",12/2022,03/2024,03/2026,10/2026,784.35,659.52,330.42,64.0,July,2026-07-01,7,0.0,0.0,50.10007278020379,-13.899927219796211,28.0,24.0,116.66666666666669,0.0,10.44,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 64.0, ""expenditure"": 299.09}, {""month"": ""May 2026"", ""progress"": 64.0, ""expenditure"": 329.11}, {""month"": ""June 2026"", ""progress"": 64.0, ""expenditure"": 330.42}, {""month"": ""July 2026"", ""progress"": 64.0, ""expenditure"": 330.42}]",0,0.1849
618556,"Construction of 26 VUPs, Major Bridge, Service Road etc. on Lalitpur-Sagar- Lakhnadon section of NH-44 NS",NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Madhya Pradesh, Uttar Pradesh)",02/2023,03/2024,03/2026,08/2026,665.91,665.91,574.39,97.4,July,2026-07-01,5,0.0,0.0,86.25640101515219,-11.143598984847811,28.0,24.0,116.66666666666669,0.74,22.28,2,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 95.19, ""expenditure"": 507.56}, {""month"": ""May 2026"", ""progress"": 96.25, ""expenditure"": 533.07}, {""month"": ""June 2026"", ""progress"": 97.4, ""expenditure"": 559.45}, {""month"": ""July 2026"", ""progress"": 97.4, ""expenditure"": 574.39}]",0,0.1866
618668,4L of Chowka to Kaimaha near MP/UP Border section NH-34 from D. Ch. 145.000 to D. Ch. 197.266 excluding existing Chhatarpur bypass from D. Ch. 160.307 to D. Ch. 168.630 Package-4,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Madhya Pradesh, Uttar Pradesh)",10/2024,09/2025,09/2027,08/2026,996.5,846.68,312.98,49.18,July,2026-07-01,-13,0.0,0.0,36.96555959748666,-12.21444040251334,10.0,24.0,41.66666666666667,6.1,50.05,0,LOW,"[{""month"": ""April 2026"", ""progress"": 30.89, ""expenditure"": 162.84}, {""month"": ""May 2026"", ""progress"": 33.27, ""expenditure"": 137.19}, {""month"": ""June 2026"", ""progress"": 44.92, ""expenditure"": 288.69}, {""month"": ""July 2026"", ""progress"": 49.18, ""expenditure"": 312.98}]",0,0.1373
618941,4L of Bamni - Rajura - Warur - Devada upto M.S. Border of NH - 930D from km 19.000 to km 51.985,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Maharashtra, Telangana)",03/2022,03/2024,03/2026,12/2026,968.05,1187.19,826.96,78.16,July,2026-07-01,9,22.637260472083064,219.1400000000001,69.65692096463076,-8.50307903536924,28.0,24.0,116.66666666666669,3.34,75.76,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 68.15, ""expenditure"": 599.67}, {""month"": ""May 2026"", ""progress"": 70.02, ""expenditure"": 600.11}, {""month"": ""June 2026"", ""progress"": 73.73, ""expenditure"": 805.71}, {""month"": ""July 2026"", ""progress"": 78.16, ""expenditure"": 826.96}]",0,0.132
618844,Viluppuram Km.0.000 to Puducherry Km.29.000,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Puducherry, Tamil Nadu)",03/2018,11/2021,11/2023,09/2026,1358.31,1162.44,526.41,98.32,July,2026-07-01,34,0.0,0.0,45.28491793124806,-53.03508206875193,56.0,24.0,233.33333333333331,0.0,0.53,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 98.32, ""expenditure"": 524.82}, {""month"": ""May 2026"", ""progress"": 98.32, ""expenditure"": 524.89}, {""month"": ""June 2026"", ""progress"": 98.32, ""expenditure"": 526.4}, {""month"": ""July 2026"", ""progress"": 98.32, ""expenditure"": 526.41}]",0,0.1471
618845,Puducherry Km.29.000 to Poondiyankuppam Km.67.000,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Puducherry, Tamil Nadu)",03/2018,11/2021,11/2023,09/2026,1588.4,1415.9,460.45,98.75,July,2026-07-01,34,0.0,0.0,32.51995197400946,-66.23004802599054,56.0,24.0,233.33333333333331,0.0,18.32,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 98.75, ""expenditure"": 405.48}, {""month"": ""May 2026"", ""progress"": 98.75, ""expenditure"": 448.72}, {""month"": ""June 2026"", ""progress"": 98.75, ""expenditure"": 460.39}, {""month"": ""July 2026"", ""progress"": 98.75, ""expenditure"": 460.45}]",0,0.1142
618847,Sattanathapuram to Nagapattinam from Km 123.800 to Km 179.555,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Puducherry, Tamil Nadu)",03/2018,10/2020,10/2022,12/2026,2899.77,2899.77,1595.37,85.6,July,2026-07-01,50,0.0,0.0,55.01712204761067,-30.582877952389325,69.0,24.0,287.5,1.1,131.26,4,HIGH,"[{""month"": ""April 2026"", ""progress"": 82.3, ""expenditure"": 1201.6}, {""month"": ""May 2026"", ""progress"": 84.2, ""expenditure"": 1206.31}, {""month"": ""June 2026"", ""progress"": 85.0, ""expenditure"": 1593.32}, {""month"": ""July 2026"", ""progress"": 85.6, ""expenditure"": 1595.37}]",0,0.0962
618711,6L with access control provision Saharanpur bypass to Ganeshpur section from 13.89 Km to 41.820 Km of Delhi- Dehradun Economic Corridor package-2,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",04/2022,11/2022,11/2024,08/2026,796.65,560.03,508.43,99.29,July,2026-07-01,21,0.0,0.0,90.78620788172064,-8.503792118279378,44.0,24.0,183.3333333333333,0.0,2.85,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 99.29, ""expenditure"": 499.88}, {""month"": ""May 2026"", ""progress"": 99.29, ""expenditure"": 502.83}, {""month"": ""June 2026"", ""progress"": 99.29, ""expenditure"": 507.68}, {""month"": ""July 2026"", ""progress"": 99.29, ""expenditure"": 508.43}]",0,0.1764
618783,4-laning of Pilibhit - Sitarganj from Km. 32.500 to Km. 70.800 Pkg-2 of NH-30,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",01/2023,03/2024,03/2026,10/2027,1471.19,1471.19,470.11,44.41,July,2026-07-01,19,0.0,0.0,31.95440425777772,-12.45559574222228,28.0,24.0,116.66666666666669,3.07,18.0,9,HIGH,"[{""month"": ""April 2026"", ""progress"": 35.2, ""expenditure"": 416.11}, {""month"": ""May 2026"", ""progress"": 40.0, ""expenditure"": 438.75}, {""month"": ""June 2026"", ""progress"": 42.88, ""expenditure"": 456.76}, {""month"": ""July 2026"", ""progress"": 44.41, ""expenditure"": 470.11}]",0,0.1799
618886,Road Safety Improvement of Critical Junctions on MuzaffarnagarHaridwar Section of NH-334 from Km 143000 to Km 196000,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",04/2025,10/2025,10/2027,10/2027,238.66,0.1,42.08,22.64,July,2026-07-01,0,0.0,0.0,200.0,177.36,9.0,24.0,37.5,3.84,10.14,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 11.12, ""expenditure"": 11.65}, {""month"": ""May 2026"", ""progress"": 16.4, ""expenditure"": 20.2}, {""month"": ""June 2026"", ""progress"": 20.5, ""expenditure"": 33.07}, {""month"": ""July 2026"", ""progress"": 22.64, ""expenditure"": 42.08}]",0,0.0053
618928,"Improvement & Up-gradation of NH-734 Section of Moradabad-Thakurdwara Kashipur including Moradabad & Kashipur Bypasse Package-III  Kashipur Bypass Length 14.490 Km., Starts from Ch. 38770 and ends at Ch. 53260 existing Ch. 05560",NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",02/2023,03/2024,09/2025,03/2027,936.12,717.5,386.34,53.84,July,2026-07-01,18,0.0,0.0,53.84529616724738,0.0052961672473799,28.0,18.0,155.55555555555557,3.23,17.81,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 44.14, ""expenditure"": 332.92}, {""month"": ""May 2026"", ""progress"": 50.11, ""expenditure"": 348.8}, {""month"": ""June 2026"", ""progress"": 53.84, ""expenditure"": 369.85}, {""month"": ""July 2026"", ""progress"": 53.84, ""expenditure"": 386.34}]",0,0.1697
618969,4/6L of  Spur to Haridwar Greenfield from Km. 0.000 to Km. 50.70,NHAI,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",11/2021,02/2023,02/2025,09/2026,2155.95,2612.3,1543.12,92.98,July,2026-07-01,19,21.16700294533734,456.3500000000004,59.07131646441832,-33.90868353558168,41.0,24.0,170.83333333333331,0.49,24.52,3,HIGH,"[{""month"": ""April 2026"", ""progress"": 91.5, ""expenditure"": 1469.55}, {""month"": ""May 2026"", ""progress"": 91.6, ""expenditure"": 1482.54}, {""month"": ""June 2026"", ""progress"": 91.95, ""expenditure"": 1540.17}, {""month"": ""July 2026"", ""progress"": 92.98, ""expenditure"": 1543.12}]",0,0.153
